Tipo Muert.;Provincia;Cantón;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Probable Causa M.;Edad;Med. Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anio_i;Mes_i;Cod_prov;cod_cantón
HOMICIDIO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;11:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1201
ASESINATO;ESMERALDAS;QUININDE;URBANO;FERRETERIAS;PRIVADO;24/7/2023;9:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;8;804
ASESINATO;GUAYAS;DAULE;RURAL;VIA PUBLICA;PUBLICO;24/7/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MESTIZO/A;VIUDO;ECUADOR;2023;julio;9;906
ASESINATO;GUAYAS;DAULE;RURAL;VIA PUBLICA;PUBLICO;24/7/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;906
ASESINATO;MANABI;CHONE;URBANO;CASA/VILLA;PRIVADO;24/7/2023;16:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;13;1303
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;24/7/2023;5:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;DAULE;URBANO;CASA/VILLA;PRIVADO;24/7/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;julio;9;906
ASESINATO;GUAYAS;DAULE;URBANO;CASA/VILLA;PRIVADO;24/7/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;906
ASESINATO;GUAYAS;DAULE;URBANO;CASA/VILLA;PRIVADO;24/7/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;906
ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1205
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;16:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;30;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;julio;9;901
ASESINATO;SANTA ELENA;SALINAS;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;15:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;julio;24;2403
ASESINATO;GUAYAS;MILAGRO;URBANO;TERRENO BALDIO;PUBLICO;24/7/2023;21:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;MILAGRO;URBANO;TERRENO BALDIO;PUBLICO;24/7/2023;21:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;MILAGRO;URBANO;HACIENDAS;PRIVADO;24/7/2023;6:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;EMPALME;URBANO;SALAS DE BELLEZA;PRIVADO;25/7/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;908
ASESINATO;EL ORO;MACHALA;URBANO;CASA/VILLA;PRIVADO;24/7/2023;17:00;CONSTRICTORA;OTRO;AHORCADURA;79;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;julio;7;701
ASESINATO;ESMERALDAS;ATACAMES;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;8;806
ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;3:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;21;2101
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;OTROS;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;23/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;MUJER;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;julio;9;907
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;18:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;SAMBORONDON;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;18:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;916
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;9/7/2023;0:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1205
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;8:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;907
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;24/7/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;8;801
ASESINATO;LOS RIOS;BUENA FE;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1210
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;OTROS LOCALES COMERCIALES;PRIVADO;25/7/2023;13:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;8;801
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;14:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;julio;8;801
ASESINATO;SANTA ELENA;SALINAS;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;24;2403
ASESINATO;MANABI;EL CARMEN;RURAL;VIA PUBLICA;PUBLICO;25/7/2023;22:30;OTROS;OTRO;CARBONIZACION;42;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;julio;13;1304
ASESINATO;LOS RIOS;MOCACHE;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;0:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;36;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;julio;12;1212
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;CASA/VILLA;PRIVADO;22/7/2023;2:29;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;6;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;8;801
ASESINATO;MANABI;SANTA ANA;RURAL;BOSQUE Y RESERVAS ECOLOGICAS;PUBLICO;23/7/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;13;1313
HOMICIDIO;GUAYAS;MILAGRO;RURAL;CASA/VILLA;PRIVADO;26/7/2023;11:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;7:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;907
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;9:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;9;907
ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;19:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;709
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;14:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;907
ASESINATO;GUAYAS;SAMBORONDON;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;916
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;RESTAURANTE;PRIVADO;26/7/2023;22:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;BARES;PRIVADO;26/7/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;OTROS;NO DETERMINADO;VENEZUELA;2023;julio;9;901
ASESINATO;GUAYAS;NARANJAL;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;911
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;13:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
HOMICIDIO;IMBABURA;IBARRA;URBANO;CASA/VILLA;PRIVADO;23/7/2023;4:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;44;A;HOMBRE;MESTIZO/A;VIUDO;ECUADOR;2023;julio;10;1001
ASESINATO;LOS RIOS;BABAHOYO;RURAL;HACIENDAS;PRIVADO;26/7/2023;14:10;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1201
ASESINATO;MANABI;EL CARMEN;URBANO;VIA PUBLICA;PUBLICO;25/7/2023;23:45;OTROS;OTRO;QUEMADURAS;46;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;13;1304
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;25/7/2023;10:00;OTROS;OTRO;HERIDAS CONTUSAS;40;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;julio;9;901
ASESINATO;LOS RIOS;MONTALVO;URBANO;VIA PUBLICA;PUBLICO;26/7/2023;17:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;12;1203
ASESINATO;CAÑAR;BIBLIAN;RURAL;VIA PUBLICA;PUBLICO;27/7/2023;1:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;julio;3;302
ASESINATO;LOS RIOS;VENTANAS;URBANO;VIA PUBLICA;PUBLICO;27/7/2023;7:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;EN UNION DE HECHO;ECUADOR;2023;julio;12;1207
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;27/7/2023;12:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;701
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;27/7/2023;23:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;701
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;27/7/2023;15:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;707
ASESINATO;GUAYAS;MILAGRO;RURAL;CASA/VILLA;PRIVADO;28/7/2023;2:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;MILAGRO;RURAL;CASA/VILLA;PRIVADO;28/7/2023;2:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;910
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/7/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;SAMBORONDON;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;9:48;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;916
ASESINATO;GUAYAS;SAMBORONDON;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;9:48;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;julio;9;916
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;11:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;13;1308
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/7/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;julio;9;901
ASESINATO;PASTAZA;PASTAZA;RURAL;CASA/VILLA;PRIVADO;27/7/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;16;1601
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;23:11;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;23:11;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;29/7/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;20:56;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;27/7/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;58;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;29/7/2023;0:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;707
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;29/7/2023;0:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;910
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;28/7/2023;20:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;7;707
FEMICIDIO;SANTA ELENA;LA LIBERTAD;URBANO;CASA/VILLA;PRIVADO;29/7/2023;0:02;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;22;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;24;2402
FEMICIDIO;ZONA NO DELIMITADA;MANGA DEL CURA;RURAL;FINCA;PRIVADO;28/7/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;47;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;90;9003
ASESINATO;MANABI;MANTA;URBANO;CASA/VILLA;PRIVADO;28/7/2023;23:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;COLOMBIA;2023;julio;13;1308
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;29/7/2023;2:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;julio;9;901
ASESINATO;MANABI;MANTA;URBANO;RESTAURANTE;PRIVADO;28/7/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;8;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;julio;13;1308
HOMICIDIO;ORELLANA;LORETO;RURAL;FINCA;PRIVADO;26/7/2023;19:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;30;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;julio;22;2204
